AppID;Name;Metacritic score;Metacritic url;User score;Positive;Negative;Score rank;Recommendations
2027400;Project: Name;0;;0;0;0;;0
678460;Tekling;0;;0;4;0;;0
470040;Spellgear;0;;0;51;28;;0
1320030;Oneteam Soccer;0;;0;30;3;;0
1960870;Hypnosis Reveries;0;;0;8;1;;0
659160;Rain of Pumpkins;0;;0;0;2;;0
610550;Hidden Expedition: The Pearl of Discord Collector's Edition;0;;0;4;0;;0
1485070;Esse Proxy;0;;0;61;13;;0
1181280;EBONY;0;;0;11;15;;0
718270;ZombieThon;0;;0;14;24;;0
499070;Pro Strategy Football 2016;0;;0;11;3;;0
4770;Rome: Total War™ - Alexander;79;https://www.metacritic.com/game/pc/rome-total-war-alexander?ftag=MCD-06-10aaa1f;0;550;187;;629
1900970;The Red Hood;0;;0;29;9;;0
1702670;Game of Lust;0;;0;0;0;;0
1692250;F1® 22;0;;0;4849;2467;;6499
1852610;Candy Match 3;0;;0;1;3;;0
704110;Gunhouse;0;;0;13;7;;0
1860870;ShapeGrid;0;;0;14;0;;0
1807480;Vertical Shift;0;;0;0;0;;0
1253400;人格面具：陰影面積(Persona：Shadow);0;;0;2;2;;0
954590;TEXT;0;;0;37;10;;0
1588940;Storm Tale 2;0;;0;26;4;;0
1860530;SAVE BILLY;0;;0;11;2;;0
1119610;The Wednesday;0;;0;56;61;;0
1815870;Industry Idle Playtest;0;;0;0;0;;0
468350;Hexaverse;0;;0;2;1;;0
513580;Miaou Moon;0;;0;21;14;;0
220200;Kerbal Space Program;88;https://www.metacritic.com/game/pc/kerbal-space-program?ftag=MCD-06-10aaa1f;0;99479;5321;;84833
512900;Streets of Rogue;0;;0;15326;556;;11732
1248970;Hentai Amazon Girls;0;;0;0;0;;0
900883;The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe;94;https://www.metacritic.com/game/pc/the-elder-scrolls-iv-oblivion?ftag=MCD-06-10aaa1f;0;35307;1639;;29646
209540;Strike Suit Zero;66;https://www.metacritic.com/game/pc/strike-suit-zero?ftag=MCD-06-10aaa1f;0;1253;372;;1175
1926530;Spread: Transmission Playtest;0;;0;0;0;;0
1730360;I'm on Observation Duty 4;0;;0;385;6;;357
1167760;4islands;0;;0;9;4;;0
1588140;Monkey vs Dino;0;;0;18;14;;0
1704130;Mithos;0;;0;0;1;;0
39120;RIFT;84;https://www.metacritic.com/game/pc/rift?ftag=MCD-06-10aaa1f;0;7898;2665;;919
203650;Sonic the Hedgehog 4 - Episode II;54;https://www.metacritic.com/game/pc/sonic-the-hedgehog-4-episode-ii?ftag=MCD-06-10aaa1f;0;1170;372;;1104
1522860;flaming/million;0;;0;3;2;;0
1141740;Cures & Curios;0;;0;11;0;;0
402850;Miner Mayhem;0;;0;70;41;;0
1055010;Energy Engine PC Live Wallpaper;0;;0;198;128;;307
1204920;Music Visualizer Engine PC Live Wallpaper;0;;0;65;28;;0
1298310;Rhythm Race;0;;0;15;1;;0
738100;Becoming Homeless: A Human Experience;0;;0;17;16;;0
467210;Evo Explores;0;;0;309;18;;176
1694840;Baptism of Fire;0;;0;0;0;;0
907680;Wwbit;0;;55;710;566;98;1149
393240;Sir! I'd Like To Report A Bug!;0;;0;19;12;;0
626020;Shadows in the Darkness;0;;0;5;3;;0
363890;RPG Maker MV;0;;0;5791;520;;5154
1168610;Natural Instincts: European Forest;0;;0;126;54;;161
397540;Borderlands 3;81;https://www.metacritic.com/game/pc/borderlands-3?ftag=MCD-06-10aaa1f;0;87281;16216;;80521
1155680;Through The Dust;0;;0;8;8;;0
817770;30 Seconds To Jail;0;;0;55;22;;0
799960;Wizard101;0;;0;3782;912;;0
403590;Klepto;0;;0;59;159;;198
1712670;Idle Trading Simulator;0;;0;5;12;;0
855860;Superfighters Deluxe;0;;0;2078;231;;1995
1053700;Fishy Dungeon Delving;0;;0;1;0;;0
625630;Journey of Johann;0;;0;5;0;;0
1617420;Logistics Simulator;0;;0;12;8;;0
1640120;VR Puppet Game;0;;0;0;0;;0
1236760;Rule the Rail!;0;;0;12;6;;0
1964940;Damien Crawford's Golf Experience 2022;0;;0;5;1;;0
1321010;Labyrinth Legend;0;;0;30;4;;0
301200;Frederic: Evil Strikes Back;0;;0;658;121;;567
455490;Don't Die Dateless, Dummy!;0;;0;42;25;;0
1591340;Night Blade;0;;0;29;12;;0
1515420;The Vampire Regent;0;;0;21;5;;0
1539950;Slav Dangerous;0;;0;2;0;;0
1961230;Crazy Cook;0;;0;0;0;;0
1922600;Protect Ukraine;0;;0;11;6;;0
1637200;Mage Tower;0;;0;21;10;;0
1388110;Glitch War;0;;0;0;0;;0
1432200;Not Another Weekend;75;https://www.metacritic.com/game/pc/not-another-weekend?ftag=MCD-06-10aaa1f;0;60;1;;0
272270;Torment: Tides of Numenera;81;https://www.metacritic.com/game/pc/torment-tides-of-numenera?ftag=MCD-06-10aaa1f;0;2737;1182;;1729
1017880;The Dark Side;0;;0;10;5;;0
1576930;Man of the World;0;;0;1;1;;0
302060;Trucks & Trailers;0;;0;310;148;;348
802050;Rag Doll Joe;0;;0;137;30;;0
493100;BellyBots;0;;0;33;8;;0
827460;TETRA's Escape;0;;0;24;2;;0
928880;FlyWings 2018 Flight Simulator;0;;0;9;29;;0
806740;Fei Duanmu VS Kobayashi 端木斐 VS 小林正雪;0;;0;162;13;;127
399070;Dragon's Wake;0;;0;359;46;;318
1684240;Metal Faith;0;;0;1;0;;0
29160;Blueberry Garden;68;https://www.metacritic.com/game/pc/blueberry-garden?ftag=MCD-06-10aaa1f;0;110;34;;116
1296580;Finger Guessing King;0;;0;0;1;;0
1165490;New Tricks for Old Gods;0;;0;3;0;;0
1576110;Heisen Bay;0;;0;0;0;;0
833980;Dave;0;;0;27;0;;0
762360;Hexed;0;;0;1;0;;0
1045430;Circadian City;0;;0;104;38;;121
1757260;Little Red Rocket Ship;0;;0;1;0;;0
621290;The Hunted;0;;0;1;5;;0
1171040;Eonica Chess Battle;0;;0;13;9;;0
314050;Spheritis;0;;0;4;2;;0
1511650;Andromeda: Rebirth of Humanity;0;;0;54;29;;0
562860;Ion Fury;79;https://www.metacritic.com/game/pc/ion-fury?ftag=MCD-06-10aaa1f;0;5736;571;;5438
1031210;Fantasy Heroes;0;;0;9;5;;0
850970;Plunker;0;;0;2;3;;0
1864460;Room Prison;0;;0;6;9;;0
1577280;Chicken Holmes - The Mystery of Bartolomeu;0;;0;27;7;;0
1742120;Mary Knots - Garden Wedding;0;;0;3;2;;0
941620;Galactic Tree Frog;0;;0;2;1;;0
217920;Alien Rage - Unlimited;52;https://www.metacritic.com/game/pc/alien-rage?ftag=MCD-06-10aaa1f;0;2148;1016;;1194
1589240;Jigsaw Jolt: Neural Style 1;0;;0;0;0;;0
1151050;Golf Gang;0;;0;366;40;;320
465170;Crime Secrets: Crimson Lily;0;;0;301;110;;200
1691170;Virus ON;0;;0;11;4;;0
879110;Dragon`s Checkers;0;;0;2;2;;0
1067580;Bonfire;0;;0;26;5;;0
814480;Mini World: Block Art;0;;0;1798;1592;;687
1573180;Injoku Furin;0;;0;0;0;;0
1668950;Pluvia - Episode I;0;;0;4;0;;0
1273220;Sphere - Flying Cities;0;;0;72;49;;0
989040;After Hours;0;;0;8;7;;0
206190;Gunpoint;83;https://www.metacritic.com/game/pc/gunpoint?ftag=MCD-06-10aaa1f;0;11854;306;;9234
1233570;Mirror's Edge™ Catalyst;74;https://www.metacritic.com/game/pc/mirrors-edge-catalyst?ftag=MCD-06-10aaa1f;0;7761;1545;;7467
444490;POLYWAR;0;;0;357;146;;406
935860;The young mathematician: Easy difficulty;0;;0;26;7;;0
1008740;Cube Mission;0;;0;19;6;;0
945920;Long Arm of the Law;0;;0;19;6;;0
448370;IS Defense;50;https://www.metacritic.com/game/pc/is-defense?ftag=MCD-06-10aaa1f;0;1305;101;;1205
628090;NOBUNAGA'S AMBITION: Haouden with Power Up Kit;0;;0;8;6;;0
1482940;Rumours From Elsewhere;0;;0;10;0;;0
560710;Leap Up no jutsu;0;;0;82;29;;0
696360;Chinese Paladin：Sword and Fairy 6;0;;0;165;138;;205
843260;The Bard's Tale Trilogy;0;;0;1060;50;;830
1393970;My Jigsaw Adventures - The Source of Power;0;;0;17;0;;0
1613960;The Death Into Trouble;0;;0;15;1;;0
287100;Chaos Domain;0;;0;259;576;;0
755230;Target speed;0;;0;10;14;;0
1739770;Parking light;0;;0;0;0;;0
1079470;Chronac;0;;0;2;0;;0
1114910;Alone in the War;0;;0;6;3;;0
1795170;超将棋;0;;0;0;0;;0
1358630;Ski Doom VR;0;;0;12;5;;0
1951680;Wibble;0;;0;6;0;;0
1381850;Strategic Mind: Fight for Freedom;0;;0;90;7;;0
1232100;BroodStar;0;;0;57;1;;0
1714090;Watermelon Country;0;;0;3;0;;0
1807500;Invisible Places - Pixel Art Jigsaw Puzzle;0;;0;17;0;;0
2004880;Lustful Pussies;0;;0;0;0;;0
1806830;Deborg Desolation Pre-Born;0;;0;10;1;;0
1320990;Horror Adventure VR;0;;0;9;7;;0
219680;Proteus;80;https://www.metacritic.com/game/pc/proteus?ftag=MCD-06-10aaa1f;0;1966;660;;1291
365680;BRAWL;0;;0;52;25;;0
793640;D.C. S#*!storm;0;;0;7;1;;0
1373270;Sakura Dimensions;0;;0;7;2;;0
454730;World Of Undead;0;;0;3;5;;0
249550;NEStalgia;0;;0;229;128;;238
959930;Duality;0;;0;12;2;;0
977900;Kick The Puppet;0;;0;11;9;;0
461650;It's Killing Time;0;;0;11;6;;0
923650;The Quest for Moe's;0;;0;6;0;;0
1241180;降神战役 -A Story of the usurpers-;0;;0;1;0;;0
1123340;Run! Bunny 绿绿小先生;0;;0;26;2;;0
2080480;Harpoon;0;;0;3;0;;0
1800650;Studio Baby - Galaxy Citizen;0;;0;6;2;;0
876200;Laserium;0;;0;77;41;;0
1660370;Wildlife Match;0;;0;12;1;;0
1279380;STRIKERS 1945 II;0;;0;62;3;;0
1779810;Pacifist Outside;0;;0;8;0;;0
1075370;Skywalk;0;;0;25;5;;0
1606140;Trilogy KING MAN;0;;0;0;0;;0
1611980;PC Building Simulator Playtest;0;;0;0;0;;0
317440;Quantum Rush Champions;0;;0;92;69;;0
1329350;蛊婆 Lady in Tomb;0;;0;347;21;;338
802740;Wild Glory;0;;0;43;3;;0
776370;Next 2;0;;0;90;18;;0
1562270;Small Town Robot;0;;0;6;0;;0
1403990;Paths & Danger;0;;0;16;12;;0
337210;Royal Bounty HD;0;;0;94;61;;116
881930;Business Tycoon Billionaire;0;;0;3;9;;0
1500390;Happy Bones;0;;0;15;0;;0
1891920;Sandream;0;;0;5;0;;0
1535910;Kakuro Blend;0;;0;3;0;;0
1771550;Duck Duck Shark;0;;0;0;0;;0
831670;SPACE HUNT;0;;0;9;8;;0
886710;Lavender;0;;0;34;32;;0
1704490;Inferno;0;;0;2;0;;0
1847110;Satan's puzzle 666;0;;0;14;5;;0
1851620;Warsaw: Paris of the North (prototype);0;;0;0;0;;0
1584770;Green Phoenix;0;;0;2;1;;0
734730;Ancient Frontier: Steel Shadows;0;;0;26;10;;0
437880;Project Graviton;0;;0;15;7;;0
405590;Stone Tales;0;;0;26;11;;0
1620390;Spare Parts: Episode 2;0;;0;17;0;;0
1105410;Shine's Adventures 2 (Zombie Attack);0;;0;106;8;;102
524540;Samurai of Hyuga;0;;0;39;7;;0
1031800;Codex Temondera: Lost Vision;0;;0;13;6;;0
847940;Suki's Spooky Romance;0;;0;2;0;;0
211207;The Revenge of Shinobi;0;;0;0;0;;0
1308740;Hentai Roguelike;0;;0;0;0;;0
1414090;Buddi Bot:  Your Machine Learning AI Helper With Advanced Neural Networking!;0;;0;10;2;;0
607670;Puzzle Guardians;0;;0;4;2;;0
1300260;Mouse Dream;0;;0;0;0;;0
555750;Masked Forces;0;;0;293;149;;380
353070;Ghost Encounters: Deadwood - Collector's Edition;0;;0;70;78;;122
785940;Strategic Command Classic: Global Conflict;0;;0;9;2;;0
919040;Skywriter;0;;0;3;8;;0
1962510;Cradle of Sins Playtest;0;;0;0;0;;0
1027620;The Language of Love;0;;0;107;4;;0
1208220;Escape from Life Inc;0;;0;20;3;;0
670330;Flight 732;0;;0;5;4;;0
1165350;Garbage Classification Simulator 垃圾分类模拟器;0;;0;1;1;;0
1026840;Ultra Fight Da ! Kyanta 2;0;;0;650;25;;0
1562870;Mind Rite;0;;0;19;5;;0
1509210;Food Stranding;0;;0;5;5;;0
1806610;Tep The Destroyer TD;0;;0;28;2;;0
1938740;Valkyrie Nemesis;0;;0;4;4;;0
710090;Annual;0;;0;14;25;;0
1217880;Recluses;0;;0;4;1;;0
226120;Weird Worlds: Return to Infinite Space;79;https://www.metacritic.com/game/pc/weird-worlds-return-to-infinite-space?ftag=MCD-06-10aaa1f;0;371;204;;135
424870;Threads of Destiny;0;;0;18;9;;0
1794730;THE SPRITE TRIALS;0;;0;1;0;;0
1028660;Pirouette;0;;0;5;1;;0
1231040;Blendy 2 Dolls Factory;0;;0;2;3;;0
1158410;Mole Game;0;;0;26;0;;0
672870;ScreenPlay;0;;0;292;69;;0
2360;HeXen: Beyond Heretic;0;;0;461;57;;485
717780;Trap Labs;0;;0;30;2;;0
381990;Dragon Saga;65;https://www.metacritic.com/game/pc/dragon-saga?ftag=MCD-06-10aaa1f;0;810;402;;0
852090;Penko Park;0;;0;122;0;;249
619700;Steel Rats™;0;;0;681;445;;252
1505270;荣光的见证 Glory's Witness;0;;0;8;1;;0
979690;The Ascent;0;;0;11266;3475;;12282
1072100;Action Arcade Wrestling;0;;0;97;30;;0
391820;Evolution;0;;0;37;43;;0
664340;Indeep | The casual dungeon crawler;0;;0;3;7;;0
318230;Convoy;72;https://www.metacritic.com/game/pc/convoy?ftag=MCD-06-10aaa1f;0;1057;276;;1040
1562940;THE LEGEND OF HEROES: HAJIMARI NO KISEKI;0;;0;442;108;;504
612220;Chaos Edge;0;;0;1;5;;0
1555780;鸭子达奇 Duck Duchy;0;;0;2;0;;0
1720200;Any Fish;0;;0;0;3;;0
1160850;Black Office - Entertainment Department;0;;0;0;0;;0
1264670;The Wind Road;0;;0;4357;2061;;5585
1557870;Red Robin;0;;0;2;2;;0
1044500;Desktop Girls;0;;0;0;0;;0
1804650;Coal Mining Simulator: Prologue;0;;0;0;0;;0
1793910;Drone Crash Course;0;;0;9;2;;0
260000;YOU DON'T KNOW JACK MOVIES;0;;0;34;31;;0
1650740;Grim Tales: Threads of Destiny Collector's Edition;0;;0;4;0;;0
453700;prog.1;0;;0;10;2;;0
1848570;Skelton Zone Traveler Emergence;0;;0;15;5;;0
790020;Lightfield HYPER Edition;0;;0;47;12;;0
1314460;Flicker of Hope;0;;0;761;50;;0
1330290;READY AIM FIRE;0;;0;7;9;;0
905330;oOo: Ascension;0;;0;17;2;;0
1844950;"Aether &amp; Iron Playtest";0;;0;0;0;;0
1872760;Spirit Detective;0;;0;0;0;;0
2016960;STREAM WAR;0;;0;0;1;;0
1441130;Emma Adventure;0;;0;0;0;;0
1080410;Bake 'n Switch;0;;0;63;18;;0
764890;Match Point;0;;0;15;6;;0
451900;WizardCraft;0;;0;23;10;;0
546350;Craft Keep VR;0;;0;74;42;;0
593700;Tower Fortress;0;;0;82;5;;0
341750;A.V.;0;;0;12;10;;0
585840;Leaving Lyndow;74;https://www.metacritic.com/game/pc/leaving-lyndow?ftag=MCD-06-10aaa1f;0;776;193;;913
307410;Martial Arts: Capoeira;0;;0;17;34;;0
1967890;Solitaire Beautiful Garden Season;0;;0;0;0;;0
780630;The Painter's Apprentice;0;;0;5;1;;0
727570;After the Collapse;0;;0;83;19;;0
1660270;Rain Island: Orange;0;;0;4;1;;0
884470;Sunken;0;;0;5;0;;0
635260;CarX Drift Racing Online;0;;0;44360;2186;;43183
1163600;Omega Labyrinth Life;0;;0;164;67;;174
1957500;Hero Clicker Playtest;0;;0;0;0;;0
734980;Prosperity;0;;0;73;15;;0
930970;Angry Ball VR;0;;0;2;1;;0
1315630;RUN OR FIGHT;0;;0;18;1;;0
1820160;Super Clown: Lost Diamonds;0;;0;57;14;;0
1449290;Revizor;0;;0;2;0;;0
538590;Sleeping Valley;0;;0;93;188;;0
359320;Elite Dangerous;80;https://www.metacritic.com/game/pc/elite-dangerous?ftag=MCD-06-10aaa1f;0;64084;18659;;63527
1564040;Lake Playtest;0;;0;0;0;;0
1229590;Choco Pixel 2;0;;0;19;1;;0
866040;kicker;0;;0;3;1;;0
1062070;Tex-Mechs;0;;0;167;15;;0
1269180;Fatal Evidence: The Missing Collector's Edition;0;;0;5;2;;0
696010;Otherworld: Shades of Fall Collector's Edition;0;;0;9;0;;0
447780;LostWinds;0;;0;489;107;;449
609170;Drummer Talent VR;0;;0;27;20;;0
410850;DRAGON QUEST HEROES™ Slime Edition;0;;0;850;405;;1074
636360;Silent Gentlemen;0;;0;0;2;;0
1796130;Scare: Project of Fear;0;;0;5;4;;0
1246060;三国梦之队;0;;0;9;7;;0
744400;TRATEL64;0;;0;94;34;;0
1122460;Alien Infection;0;;0;3;3;;0
1685530;Luminary Online: Rise of the GoonZu;0;;0;0;0;;0
20;Team Fortress Classic;0;;0;5677;923;;4722
1614500;Run and Jump Little Vico;0;;0;14;0;;0
545270;NBA Playgrounds;67;https://www.metacritic.com/game/pc/nba-playgrounds?ftag=MCD-06-10aaa1f;0;961;397;;1029
680330;Elium - Prison Escape;0;;0;30;13;;0
1274060;The Ball Adventure;0;;0;0;3;;0
668570;Jack & the cat;0;;0;3;0;;0
828070;Treasure Hunter Claire;0;;0;1717;188;;1799
821570;Lethal Lawns: Competitive Mowing Bloodsport;0;;0;14;0;;0
3620;Zuma's Revenge!;78;https://www.metacritic.com/game/pc/zumas-revenge!?ftag=MCD-06-10aaa1f;0;1392;78;;1269
1000470;Drawngeon: Dungeons of Ink and Paper;0;;0;55;13;;0
736860;Hidden Objects - Around the World in 80 days;0;;0;116;51;;163
1794520;69 Mary Love;0;;0;0;0;;0
1343660;True Detective Solitaire;0;;0;4;1;;0
558420;Stories Untold;81;https://www.metacritic.com/game/pc/stories-untold?ftag=MCD-06-10aaa1f;0;3702;540;;3324
572980;Star Dust: The Book of Earth (VR);0;;0;0;8;;0
694720;Not My Car – Battle Royale;0;;0;618;737;;0
1180250;DIVINATION;0;;0;85;11;;0
793630;GROOD;0;;0;25;3;;0
1247880;听见我的心 Listen to My Heart;0;;0;37;3;;0
1165010;Lost Home : Battle Of Island;0;;0;0;1;;0
1565500;Somewhere in a Clay Nowhere;0;;0;5;0;;0
1316460;Bounty;0;;0;0;0;;0
1131270;Zombie Golf;0;;0;5;5;;0
599880;Tequila Zombies 3;0;;0;55;19;;0
404700;Curvatron;0;;0;135;29;;0
1255920;Graviter;0;;0;7;0;;0
889130;KnifeBoy;0;;0;5;3;;0
463070;Mecha Ritz: Steel Rondo;0;;0;95;2;;0
211160;Viking: Battle for Asgard;0;;0;1035;1114;;821
700330;SCP: Secret Laboratory;0;;0;128828;11947;;0
270330;Ku: Shroud of the Morrigan;0;;0;23;65;;0
1653640;Tank Fantastic;0;;0;9;5;;0
949420;The Energy Lab;0;;0;18;10;;0
1325910;Trainslation;0;;0;0;0;;0
977790;Fairground 2 - The Ride Simulation;0;;0;3;5;;0
522740;Oh My Godheads;0;;0;15;21;;0
459010;Ghost Town Mine Ride & Shootin' Gallery;0;;0;336;52;;382
1116870;Duel Girl;0;;0;11;17;;0
923500;Metanormal;0;;0;5;2;;0
636930;Soundscape VR;0;;0;66;26;;0
1026400;TAMASHII;0;;0;239;8;;229
671510;DESOLATE;0;;0;4816;2290;;5823
833180;Spaceship Commander;0;;0;9;7;;0
2810;X3: Reunion;71;https://www.metacritic.com/game/pc/x3-reunion?ftag=MCD-06-10aaa1f;0;406;161;;447
1198070;The Christmas Spirit: Grimm Tales Collector's Edition;0;;0;17;1;;0
1210030;노베나 디아볼로스;0;;0;1282;80;;1259
768110;Dawn City;0;;0;1;2;;0
826600;I am not a Monster: First Contact;0;;0;896;241;;404
374460;Impossiball;0;;0;48;8;;0
477290;Magma Tsunami;0;;0;198;105;;0
552910;Tokyo Tattoo Girls;0;;0;19;25;;0
523940;ZombVR;0;;0;13;14;;0
446020;Jalopy;65;https://www.metacritic.com/game/pc/jalopy?ftag=MCD-06-10aaa1f;0;6260;1868;;6287
1458930;Meridian 157: Chapter 2;0;;0;101;4;;105
566800;AmaranTime Arena;0;;0;0;1;;0
674750;Yet Another Zombie Defense HD;0;;0;1571;293;;1606
2420;The Ship: Single Player;0;;0;634;268;;383
327070;Gloria Victis: Medieval MMORPG;0;;0;5144;2045;;5167
272010;Aveyond 3-1: Lord of Twilight;0;;0;93;47;;0
521350;Use Your Words;0;;0;592;79;;588
1790380;Eldritch Lands: The Witch Queen's Eternal War;0;;0;0;0;;0
1177000;TRANSFORMERS: BATTLEGROUNDS;0;;0;47;8;;0
628670;Hellpoint;64;https://www.metacritic.com/game/pc/hellpoint?ftag=MCD-06-10aaa1f;0;2626;884;;2051
1536260;Odenavirus: Zombie Invasion;0;;0;0;1;;0
1904530;Forgotten Realms: The Archives - Collection Three;0;;0;17;2;;0
671540;Pizza Hunt! How to hunt pizza (And Not Die Doing It);0;;0;5;1;;0
1581880;Super Mega Zero;0;;0;32;1;;0
1283060;Furry Shakespeare: Emperor Penguin Lear;0;;0;0;0;;0
1656850;Schematic;0;;0;4;0;;0
1681120;Dark Side of Fate;0;;0;14;5;;0
1618190;Mythos Party Playtest;0;;0;0;0;;0
656600;Slash It Ultimate;0;;0;366;149;;392
1687470;Stolen Crown;0;;0;10;0;;0
876270;Homo Flimsy - The Ragdoll Goalkeeping Simulator;0;;0;1;0;;0
1140410;Sex City;0;;0;0;0;;0
1046750;Extinction: Alien Invasion;0;;0;5;6;;0
959590;Super Keepy Ups;0;;0;1;2;;0
1987060;The Journey - Episode 2: Words of Wisdom;0;;0;53;1;;0
879600;Ones and Zeroes;0;;0;6;2;;0
291010;The Hat Man: Shadow Ward;0;;0;2263;1153;;2903
811630;Don't Look Back;0;;0;3;4;;0
1623080;Aery - Calm Mind;0;;0;51;7;;0
1795390;Carnage Cross;0;;0;8;1;;0
568860;Psycho on the loose;0;;0;18;11;;0
1071770;Princess's Peak;0;;0;11;18;;0
1668130;orbit.industries;0;;0;0;0;;0
625780;Magic Wand;0;;0;54;3;;0
1285450;生化工厂/Biochemical factory;0;;0;0;0;;0
726320;Girl Blonde;0;;0;59;20;;0
383790;The Ship: Remasted;0;;0;382;284;;450
1831790;Cat Town;0;;0;4;4;;0
1660040;Upaon: A Snake's Journey;0;;0;25;0;;0
1584350;Battle for Sea 3D;0;;0;5;10;;0
1868980;素数ガール;0;;0;3;0;;0
323380;The Magic Circle;79;https://www.metacritic.com/game/pc/the-magic-circle?ftag=MCD-06-10aaa1f;0;1219;99;;918
819060;Red Rover;0;;0;15;4;;0
814310;D.A.T.A;0;;0;55;53;;0
1819960;Stretchy-Man: The Video Game;0;;0;4;0;;0
622720;Weedcraft Inc;67;https://www.metacritic.com/game/pc/weedcraft-inc?ftag=MCD-06-10aaa1f;0;1032;230;;1165
238090;Sniper Elite 3;0;;0;19115;4182;;17025
1111200;Car Soccer World Cup;0;;0;5;4;;0
2026510;Invasive;0;;0;2;0;;0
1902830;Night Racer;0;;0;17;3;;0
1803620;The Monstrous Frontier;0;;0;4;1;;0
1172980;绮罗四时谭;0;;0;328;11;;0
783090;Neon;0;;0;1;0;;0
565690;Ayakashigami;0;;0;22;1;;0
1511240;SpaceNET - A Space Adventure;0;;0;26;0;;0
1855020;Freeze the time;0;;0;0;0;;0
1945060;Run N' Gun;0;;0;0;0;;0
489440;Tentacult!;0;;0;29;8;;0
796370;Desert of Vice;0;;0;12;3;;0
868360;Project Hospital;75;https://www.metacritic.com/game/pc/project-hospital?ftag=MCD-06-10aaa1f;0;5043;715;;5196
765900;Leisure Suit Larry - Magna Cum Laude Uncut and Uncensored;0;;0;299;93;;285
914260;HALF DEAD 2;0;;0;1770;321;;1738
671240;七个小矮人2 / Seven boys 2;0;;0;68;26;;0
1034740;Hard Light Vector;0;;0;43;13;;0
1860500;Sweet Collector;0;;0;7;1;;0
975410;VESTIGE;0;;0;26;7;;0
422110;Wand Wars;0;;0;190;12;;174
684820;Singularity Roller;0;;0;8;27;;0
516550;Relativity;0;;0;12;1;;0
1563530;Dracula Frames;0;;0;24;1;;0
1796910;Stealing a Monster Girl Harem;0;;0;0;0;;0
1595300;Kells;0;;0;3;0;;0
1851330;Heroes Of The Dark;0;;0;0;0;;0
452320;Party Saboteurs: After Party;0;;0;32;16;;0
228400;Ace Combat Assault Horizon - Enhanced Edition;77;https://www.metacritic.com/game/pc/ace-combat-assault-horizon-enhanced-edition?ftag=MCD-06-10aaa1f;0;2949;2132;;3194
1443680;Coloree;0;;0;17;0;;0
1142130;They Can't Stop All Of Us;0;;0;1257;404;;0
429250;Beyond Dimensions;0;;0;18;5;;0
1030530;Eleven Islands;0;;0;19;4;;0
260410;Get Off My Lawn!;0;;0;1220;432;;0
918620;Warships 3D;0;;0;8;1;;0
644390;D&D Lords of Waterdeep;0;;0;1166;80;;1170
834880;Acro FS;0;;0;85;68;;0
694420;Alimardan's Mischief;0;;0;6;4;;0
233680;Black Ink;0;;0;395;59;;406
1770180;Heroes of Agora;0;;0;0;0;;0
711300;Bit Storm VR: First Loop;0;;0;7;0;;0
1921250;Splinters of Regret;0;;0;0;0;;0
300160;Bridge!;0;;0;7;27;;0
954150;Nowhere Girl;0;;0;34;8;;0
1024530;Art by Numbers;0;;0;3;1;;0
977640;Happy toys;0;;0;98;50;;137
1380750;Art of Space;0;;0;0;0;;0
847290;Community College Hero: Knowledge is Power;0;;0;24;3;;0
1901380;Goddess Of War Ashley Ⅱ;0;;0;15;3;;0
1369980;Abyss The Forgotten Past;0;;0;9;4;;0
378720;Thea: The Awakening;73;https://www.metacritic.com/game/pc/thea-the-awakening?ftag=MCD-06-10aaa1f;0;3105;453;;3140
467990;Versus: Battle of the Gladiator;0;;0;310;183;;199
552990;World of Warships;81;https://www.metacritic.com/game/pc/world-of-warships?ftag=MCD-06-10aaa1f;0;84095;20197;;1289
945240;Fly High;0;;0;8;1;;0
353640;Train Valley;69;https://www.metacritic.com/game/pc/train-valley?ftag=MCD-06-10aaa1f;0;2614;303;;2227
1532920;Clutter IX: Clutter IXtreme;0;;0;7;0;;0
670430;Colorless Life;0;;0;22;21;;0
252530;OMSI 2: Steam Edition;0;;0;7488;1425;;4846
1905920;King Rabbit - Race Playtest;0;;0;0;0;;0
1708730;Traffic Chase;0;;0;5;0;;0
1064690;Danger Crew;0;;0;41;0;;0
607160;Luxin Time;0;;0;2;0;;0
1209140;Peace Data;0;;0;200;21;;192
360530;WE ARE DOOMED;0;;0;24;0;;0
397970;Abandoned: Chestnut Lodge Asylum;0;;0;20;7;;0
1717880;Flappy Shooter;0;;0;14;2;;0
985000;Potion Paws;0;;0;42;21;;0
1624310;FRANZ FURY Playtest;0;;0;0;0;;0
315110;Woah Dave!;0;;0;83;27;;0
763750;Minaurs;0;;0;17;6;;0
1758100;Alien Accident;0;;0;2;2;;0
431710;Space Pilgrim Episode II: Epsilon Indi;0;;0;402;62;;373
824440;雪色废都 Abandoned Snowy Castle;0;;0;3;1;;0
876810;One Jump Bomb;0;;0;1;1;;0
376520;Kelvin and the Infamous Machine;79;https://www.metacritic.com/game/pc/kelvin-and-the-infamous-machine?ftag=MCD-06-10aaa1f;0;736;82;;665
1365010;Lost Potato;0;;0;66;3;;0
672630;Academia : School Simulator;0;;0;1810;335;;1992
1647940;Anime Artist: Tiffy’s Notty Secret;0;;0;0;0;;103
1231740;Sorbetta: Gravely in Debt;0;;0;12;1;;0
717820;Boom Island;0;;0;16;14;;0
